"CustomID","OBJECTID","Shape","DEPCODE","Country","State","County","City","Cases"
"6Fort Lauderdale",216,"Point",6,"USA","Florida","Broward","Fort Lauderdale","9075"
"6Golden Beach",1417,"Point",6,"USA","Florida","Broward","Golden Beach","0"
"6Golden Isles",1416,"Point",6,"USA","Florida","Broward","Golden Isles","0"
"6Hacienda Village",692,"Point",6,"USA","Florida","Broward","Hacienda Village","0"
"6Hallandale",1204,"Point",6,"USA","Florida","Broward","Hallandale","755"
"6Hallandale Beach",228,"Point",6,"USA","Florida","Broward","Hallandale Beach","24"
"6Hillsboro Beach",193,"Point",6,"USA","Florida","Broward","Hillsboro Beach","1"
"6Hollywood",224,"Point",6,"USA","Florida","Broward","Hollywood","7639"
"6Kendall Green",666,"Point",6,"USA","Florida","Broward","Kendall Green","0"
"6Lake Forest",695,"Point",6,"USA","Florida","Broward","Lake Forest","0"
"6Lakeview",661,"Point",6,"USA","Florida","Broward","Lakeview","0"
"6Laud-By-The-Sea",1205,"Point",6,"USA","Florida","Broward","Laud-By-The-Sea","1"
"6Lauderdale-By-The-Sea",676,"Point",6,"USA","Florida","Broward","Lauderdale-By-The-Sea","0"
"6Lauderdale By The Sea",1206,"Point",6,"USA","Florida","Broward","Lauderdale By The Sea","24"
"6Lauderdale Lakes",218,"Point",6,"USA","Florida","Broward","Lauderdale Lakes","225"
"6Lauderhill",211,"Point",6,"USA","Florida","Broward","Lauderhill","228"
"6Lazy Lake",681,"Point",6,"USA","Florida","Broward","Lazy Lake","0"
"6Lighthouse Point",197,"Point",6,"USA","Florida","Broward","Lighthouse Point","11"
"6Margate",200,"Point",6,"USA","Florida","Broward","Margate","811"
"6Melrose Park",686,"Point",6,"USA","Florida","Broward","Melrose Park","0"
"6Miami Gardens",231,"Point",6,"USA","Florida","Broward","Miami Gardens","0"
"6Miramar",230,"Point",6,"USA","Florida","Broward","Miramar","2388"
"6North Andrews Gardens",679,"Point",6,"USA","Florida","Broward","North Andrews Gardens","0"
"6North Lauderdale",206,"Point",6,"USA","Florida","Broward","North Lauderdale","741"
"6Oakland Park",207,"Point",6,"USA","Florida","Broward","Oakland Park","633"
"6Parkland",194,"Point",6,"USA","Florida","Broward","Parkland","211"
"6Pembroke Park",226,"Point",6,"USA","Florida","Broward","Pembroke Park","4"
"6Pembroke Pines",227,"Point",6,"USA","Florida","Broward","Pembroke Pines","527"
"6Pine Island Ridge",690,"Point",6,"USA","Florida","Broward","Pine Island Ridge","0"
"6Plantation",214,"Point",6,"USA","Florida","Broward","Plantation","999"
"6Pompano Beach",201,"Point",6,"USA","Florida","Broward","Pompano Beach","4729"
"6Pompano Beach Highlands",668,"Point",6,"USA","Florida","Broward","Pompano Beach Highlands","0"
"6Pompano Park",677,"Point",6,"USA","Florida","Broward","Pompano Park","0"
"6Riverland",688,"Point",6,"USA","Florida","Broward","Riverland","0"
"6Sea Ranch Lakes",675,"Point",6,"USA","Florida","Broward","Sea Ranch Lakes","0"
"6Southwest Ranches",225,"Point",6,"USA","Florida","Broward","Southwest Ranches","85"
"6Sunrise",209,"Point",6,"USA","Florida","Broward","Sunrise","1266"
"6Tamarac",204,"Point",6,"USA","Florida","Broward","Tamarac","982"
"6Washington Park",683,"Point",6,"USA","Florida","Broward","Washington Park","0"
"6West Hollywood",694,"Point",6,"USA","Florida","Broward","West Hollywood","1"
"6West Park",1207,"Point",6,"USA","Florida","Broward","West Park","10"
"6Weston",221,"Point",6,"USA","Florida","Broward","Weston","655"
"6Weston",1409,"Point",6,"USA","Florida","Broward","Weston","655"
"6Wilton Manors",208,"Point",6,"USA","Florida","Broward","Wilton Manors","199"
"7Altha",428,"Point",7,"USA","Florida","Calhoun","Altha","49"
"7Blountstown",438,"Point",7,"USA","Florida","Calhoun","Blountstown","126"
"7Carr",1209,"Point",7,"USA","Florida","Calhoun","Carr","0"
"7Chipola Park",1213,"Point",7,"USA","Florida","Calhoun","Chipola Park","0"
"7Clarksville",1208,"Point",7,"USA","Florida","Calhoun","Clarksville","8"
"7Frink",929,"Point",7,"USA","Florida","Calhoun","Frink","0"
"7Kinard",939,"Point",7,"USA","Florida","Calhoun","Kinard","7"
"7Leonards",1210,"Point",7,"USA","Florida","Calhoun","Leonards","0"
"7Mcneal",1211,"Point",7,"USA","Florida","Calhoun","Mcneal","0"
"7Scotts Ferry",1212,"Point",7,"USA","Florida","Calhoun","Scotts Ferry","0"
"8Cape Haze",1214,"Point",8,"USA","Florida","Charlotte","Cape Haze","1"
"8Charlotte Beach",634,"Point",8,"USA","Florida","Charlotte","Charlotte Beach","0"
"8Charlotte Harbor",836,"Point",8,"USA","Florida","Charlotte","Charlotte Harbor","0"
"8Charlotte Park",635,"Point",8,"USA","Florida","Charlotte","Charlotte Park","0"
"8Cleveland",833,"Point",8,"USA","Florida","Charlotte","Cleveland","0"
"8El Jobean",1218,"Point",8,"USA","Florida","Charlotte","El Jobean","1"
"8Englewood",1215,"Point",8,"USA","Florida","Charlotte","Englewood","88"
"8Grove City",643,"Point",8,"USA","Florida","Charlotte","Grove City","0"
"8Harbour Heights",832,"Point",8,"USA","Florida","Charlotte","Harbour Heights","0"
"8Manasota Key",641,"Point",8,"USA","Florida","Charlotte","Manasota Key","0"
"8Murdock",828,"Point",8,"USA","Florida","Charlotte","Murdock","1"
"8North Fort Myers",1216,"Point",8,"USA","Florida","Charlotte","North Fort Myers","1"
"8Placida",185,"Point",8,"USA","Florida","Charlotte","Placida","10"
"8Port Charlotte",374,"Point",8,"USA","Florida","Charlotte","Port Charlotte","743"
"8Punta Gorda",378,"Point",8,"USA","Florida","Charlotte","Punta Gorda","513"
"8Rotonda",647,"Point",8,"USA","Florida","Charlotte","Rotonda","0"
"8Rotonda West",1217,"Point",8,"USA","Florida","Charlotte","Rotonda West","0"
"8Solana",835,"Point",8,"USA","Florida","Charlotte","Solana","0"
"8South Punta Gorda Heights",645,"Point",8,"USA","Florida","Charlotte","South Punta Gorda Heights","0"
"9Beverly Hills",76,"Point",9,"USA","Florida","Citrus","Beverly Hills","59"
"9Chassahowitzka",560,"Point",9,"USA","Florida","Citrus","Chassahowitzka","0"
"9Citronelle",1221,"Point",9,"USA","Florida","Citrus","Citronelle","0"
"9Citrus Hills",1223,"Point",9,"USA","Florida","Cirtus","Citrus Hills","0"
"9Citrus Springs",56,"Point",9,"USA","Florida","Citrus","Citrus Springs","22"
"9Crystal River",72,"Point",9,"USA","Florida","Citrus","Crystal River","122"
"9Dunnellon",1219,"Point",9,"USA","Florida","Citrus","Dunnellon","47"
"9Felicia",539,"Point",9,"USA","Florida","Citrus","Felicia","0"
"9Floral City",93,"Point",9,"USA","Florida","Citrus","Floral City","16"
"9Hernando",62,"Point",9,"USA","Florida","Citrus","Hernando","46"
"9Holder",526,"Point",9,"USA","Florida","Citrus","Holder","1"
"9Homosassa",96,"Point",9,"USA","Florida","Citrus","Homosassa","99"
"9Homosassa Springs",101,"Point",9,"USA","Florida","Citrus","Homosassa Springs","3"
"9Inverness",77,"Point",9,"USA","Florida","Citrus","Inverness","214"
"9Lecanto",79,"Point",9,"USA","Florida","Citrus","Lecanto","45"
"9Pine Ridge",1222,"Point",9,"USA","Florida","Cirtus","Pine Ridge","1"
"9Pineola",557,"Point",9,"USA","Florida","Citrus","Pineola","0"
"9Red Level",1220,"Point",9,"USA","Florida","Citrus","Red Level","0"
"9Sugarmill Woods",556,"Point",9,"USA","Florida","Citrus","Sugarmill Woods","0"
